"MouseGene","MUSENSG","HumanGene"
"Ccna1","ENSMUSG00000027793","CCNA1"
"Ccna2","ENSMUSG00000027715","CCNA2"
"Ccnb2","ENSMUSG00000032218","CCNB2"
"Ccnd1","ENSMUSG00000070348","CCND1"
"Ccnd2","ENSMUSG00000000184","CCND2"
"Ccnd3","ENSMUSG00000034165","CCND3"
"Ccne1","ENSMUSG00000002068","CCNE1"
"Ccne2","ENSMUSG00000028212","CCNE2"
"Ccnf","ENSMUSG00000072082","CCNF"
"Ccng1","ENSMUSG00000020326","CCNG1"
"Ccng2","ENSMUSG00000029385","CCNG2"
"Ccni","ENSMUSG00000063015","CCNI"
"Ccnk","ENSMUSG00000021258","CCNK"
"Ccnt1","ENSMUSG00000011960","CCNT1"
"Noct","ENSMUSG00000023087","NOCT"
"Ccr6","ENSMUSG00000040899","CCR6"
"Ccs","ENSMUSG00000034108","CCS"
"Cct2","ENSMUSG00000034024","CCT2"
"Cct3","ENSMUSG00000001416","CCT3"
"Cct4","ENSMUSG00000007739","CCT4"
"Cct5","ENSMUSG00000022234","CCT5"
"Cct6a","MGI:MGI:107943","CCT6A"
"Cct6b","ENSMUSG00000020698","CCT6B"
"Cct7","ENSMUSG00000030007","CCT7"
"Cct8","ENSMUSG00000025613","CCT8"
"Cd14","ENSMUSG00000051439","CD14"
"Cd151","ENSMUSG00000025510","CD151"
"Ctla4","ENSMUSG00000026011","CTLA4"
"Cd19","ENSMUSG00000030724","CD19"
"Cd1d1","ENSMUSG00000028076","CD1D"
"Cd2","ENSMUSG00000027863","CD2"
"Ms4a1","ENSMUSG00000024673","MS4A1"
"Cd22","ENSMUSG00000030577","CD22"
"Cd28","ENSMUSG00000026012","CD28"
"Cd2ap","ENSMUSG00000061665","CD2AP"
"Cd34","ENSMUSG00000016494","CD34"
"Cd36","ENSMUSG00000002944","CD36"
"Scarb2","ENSMUSG00000029426","SCARB2"
"Cd37","ENSMUSG00000030798","CD37"
"Cd38","ENSMUSG00000029084","CD38"
"Entpd1","ENSMUSG00000048120","ENTPD1"
"Entpd2","ENSMUSG00000015085","ENTPD2"
"Entpd6","ENSMUSG00000033068","ENTPD6"
"Entpd5","ENSMUSG00000021236","ENTPD5"
"Cd3d","ENSMUSG00000032094","CD3D"
"Cd3e","ENSMUSG00000032093","CD3E"
"Cd3g","ENSMUSG00000002033","CD3G"
"Cd247","ENSMUSG00000005763","CD247"
"Cd4","ENSMUSG00000023274","CD4"
"Cd44","ENSMUSG00000005087","CD44"
"Cd48","ENSMUSG00000015355","CD48"
"Cd5","ENSMUSG00000024669","CD5"
"Cd53","ENSMUSG00000040747","CD53"
"Cd6","ENSMUSG00000024670","CD6"
"Cd63","ENSMUSG00000025351","CD63"
"Cd68","ENSMUSG00000018774","CD68"
"Cd69","ENSMUSG00000030156","CD69"
"Cd7","ENSMUSG00000025163","CD7"
"Cd72","ENSMUSG00000028459","CD72"
"Cd79a","ENSMUSG00000003379","CD79A"
"Cd80","ENSMUSG00000075122","CD80"
"Cd81","ENSMUSG00000037706","CD81"
"Cd82","ENSMUSG00000027215","CD82"
"Cd83","ENSMUSG00000015396","CD83"
"Cd84","ENSMUSG00000038147","CD84"
"Cd86","ENSMUSG00000022901","CD86"
"Cd8a","ENSMUSG00000053977","CD8A"
"Cd8b1","ENSMUSG00000053044","CD8B"
"Cd9","ENSMUSG00000030342","CD9"
"Cdc25a","ENSMUSG00000032477","CDC25A"
"Cdc25b","ENSMUSG00000027330","CDC25B"
"Cdc25c","ENSMUSG00000044201","CDC25C"
"Cdk1","ENSMUSG00000019942","CDK1"
"Cdk11b","ENSMUSG00000029062","CDK11A"
"Cdc37","ENSMUSG00000019471","CDC37"
"Cdc45","ENSMUSG00000000028","CDC45"
"Cdc7","ENSMUSG00000029283","CDC7"
"Arhgap31","ENSMUSG00000022799","ARHGAP31"
"Cdh1","ENSMUSG00000000303","CDH1"
"Cdh11","ENSMUSG00000031673","CDH11"
"Cdh13","ENSMUSG00000031841","CDH13"
"Cdh15","ENSMUSG00000031962","CDH15"
"Cdh16","ENSMUSG00000031881","CDH16"
"Cdh17","ENSMUSG00000028217","CDH17"
"Cdh2","ENSMUSG00000024304","CDH2"
"Cdh3","ENSMUSG00000061048","CDH3"
"Cdh4","ENSMUSG00000000305","CDH4"
"Cdh5","ENSMUSG00000031871","CDH5"
"Cdh6","ENSMUSG00000039385","CDH6"
"Cdh8","ENSMUSG00000036510","CDH8"
"Cdh9","ENSMUSG00000025370","CDH9"
"Cdk2","ENSMUSG00000025358","CDK2"
"Cdk4","ENSMUSG00000006728","CDK4"
"Cdk5","ENSMUSG00000028969","CDK5"
"Cdk5r1","ENSMUSG00000048895","CDK5R1"
"Cdk5r2","ENSMUSG00000090071","CDK5R2"
"Cdk6","ENSMUSG00000040274","CDK6"
"Cdk7","ENSMUSG00000069089","CDK7"
"Cdkn1a","ENSMUSG00000023067","CDKN1A"
"Cdkn1b","ENSMUSG00000003031","CDKN1B"
"Cdkn2a","ENSMUSG00000044303","CDKN2A"
"Cdkn2b","ENSMUSG00000073802","CDKN2B"
"Cdkn2c","ENSMUSG00000028551","CDKN2C"
"Cdkn2d","ENSMUSG00000096472","CDKN2D"
"Cdo1","ENSMUSG00000033022","CDO1"
"Cdr2","ENSMUSG00000030878","CDR2"
"Mia","ENSMUSG00000089661","MIA"
"Ift81","ENSMUSG00000029469","IFT81"
"Cdx1","ENSMUSG00000024619","CDX1"
"Cdx2","ENSMUSG00000029646","CDX2"
"Cdx4","ENSMUSG00000031326","CDX4"
"Cdyl","ENSMUSG00000059288","CDYL"
"Cebpa","ENSMUSG00000034957","CEBPA"
"Cebpz","ENSMUSG00000024081","CEBPZ"
"Cebpb","ENSMUSG00000056501","CEBPB"
"Cebpd","ENSMUSG00000071637","CEBPD"
"Cebpg","ENSMUSG00000056216","CEBPG"
"Cel","ENSMUSG00000026818","CEL"
"Celsr1","ENSMUSG00000016028","CELSR1"
"Cenpa","ENSMUSG00000029177","CENPA"
"Cenpb","ENSMUSG00000068267","CENPB"
"Cenpc1","ENSMUSG00000029253","CENPC"
"Cer1","ENSMUSG00000038192","CER1"
"Cetn3","ENSMUSG00000021537","CETN3"
"Cfh","ENSMUSG00000026365","CFH"
"Cfi","ENSMUSG00000058952","CFI"
"Cfl1","ENSMUSG00000056201","CFL1"
"Cfl2","ENSMUSG00000062929","CFL2"
"Cflar","ENSMUSG00000026031","CFLAR"
"Cftr","ENSMUSG00000041301","CFTR"
"Cga","ENSMUSG00000028298","CGA"
"Ch25h","ENSMUSG00000050370","CH25H"
"Chad","ENSMUSG00000039084","CHAD"
"Chat","ENSMUSG00000021919","CHAT"
"Chd1","ENSMUSG00000023852","CHD1"
"Chek1","ENSMUSG00000032113","CHEK1"
"Chkb","ENSMUSG00000022617","CHKB"
"Chga","ENSMUSG00000021194","CHGA"
"Chgb","ENSMUSG00000027350","CHGB"
"Chil1","ENSMUSG00000064246","CHI3L1"
"Ovgp1","ENSMUSG00000074340","OVGP1"
"Chka","ENSMUSG00000024843","CHKA"
"Chl1","ENSMUSG00000030077","CHL1"
"Chm","ENSMUSG00000025531","CHM"
"Chml","ENSMUSG00000078185","CHML"
"Chrd","ENSMUSG00000006958","CHRD"
"Chrm1","ENSMUSG00000032773","CHRM1"
"Chrm3","ENSMUSG00000046159","CHRM3"
"Chrm4","ENSMUSG00000040495","CHRM4"
"Chuk","ENSMUSG00000025199","CHUK"
"Vsx2","ENSMUSG00000021239","VSX2"
"Cidea","ENSMUSG00000024526","CIDEA"
"Cideb","ENSMUSG00000022219","CIDEB"
"Elovl3","ENSMUSG00000038754","ELOVL3"
"Patj","ENSMUSG00000061859","PATJ"
"Cirbp","ENSMUSG00000045193","CIRBP"
"Cish","ENSMUSG00000032578","CISH"
"Socs3","ENSMUSG00000053113","SOCS3"
"Socs1","ENSMUSG00000038037","SOCS1"
"Cit","ENSMUSG00000029516","CIT"
"Cited1","ENSMUSG00000051159","CITED1"
"Ckb","ENSMUSG00000001270","CKB"
"Ckm","ENSMUSG00000030399","CKM"
"Coro1a","ENSMUSG00000030707","CORO1A"
"Clcn1","ENSMUSG00000029862","CLCN1"
"Clcn2","ENSMUSG00000022843","CLCN2"
"Clcn3","ENSMUSG00000004319","CLCN3"
"Clcn4","ENSMUSG00000000605","CLCN4"
"Clcn5","ENSMUSG00000004317","CLCN5"
"Clns1a","ENSMUSG00000025439","CLNS1A"
"Clcnka","ENSMUSG00000033770","CLCNKB"
"Cldn1","ENSMUSG00000022512","CLDN1"
"Cldn2","ENSMUSG00000047230","CLDN2"
"Cldn3","ENSMUSG00000070473","CLDN3"
"Cldn4","ENSMUSG00000047501","CLDN4"
"Cldn5","ENSMUSG00000041378","CLDN5"
"Clgn","ENSMUSG00000002190","CLGN"
"Clk1","ENSMUSG00000026034","CLK1"
"Clk2","ENSMUSG00000068917","CLK2"
"Clk4","ENSMUSG00000020385","CLK4"
"Tpp1","ENSMUSG00000030894","TPP1"
"Cln3","ENSMUSG00000030720","CLN3"
"Clock","ENSMUSG00000029238","CLOCK"
"Clta","ENSMUSG00000028478","CLTA"
"Clu","ENSMUSG00000022037","CLU"
"Cmas","ENSMUSG00000030282","CMAS"
"Cxcr2","ENSMUSG00000026180","CXCR2"
"Cxcr3","ENSMUSG00000050232","CXCR3"
"Cxcr4","ENSMUSG00000045382","CXCR4"
"Ccr1","ENSMUSG00000025804","CCR1"
"Ccr9","ENSMUSG00000029530","CCR9"
"Ccr3","ENSMUSG00000035448","CCR3"
"Ccr2","ENSMUSG00000049103","CCR2"
"Ccr4","ENSMUSG00000047898","CCR4"
"Ccr5","ENSMUSG00000079227","CCR5"
"Ccr7","ENSMUSG00000037944","CCR7"
"Ccr8","ENSMUSG00000042262","CCR8"
"Ccr10","ENSMUSG00000044052","CCR10"
"Ackr3","ENSMUSG00000044337","ACKR3"
"Abcc2","ENSMUSG00000025194","ABCC2"
"Cnbp","ENSMUSG00000030057","CNBP"
"Cnga1","ENSMUSG00000067220","CNGA1"
"Cnga2","ENSMUSG00000005864","CNGA2"
"Cnga3","ENSMUSG00000026114","CNGA3"
"Cnih1","ENSMUSG00000015759","CNIH1"
"Cnih2","ENSMUSG00000024873","CNIH2"
"Plk3","ENSMUSG00000028680","PLK3"
"Camp","ENSMUSG00000038357","CAMP"
"Cnn1","ENSMUSG00000001349","CNN1"
"Cnn2","ENSMUSG00000004665","CNN2"
"Cnp","ENSMUSG00000006782","CNP"
"Cnr1","ENSMUSG00000044288","CNR1"
"Cnr2","ENSMUSG00000062585","CNR2"
"Cntf","ENSMUSG00000079415","CNTF"
"Cntfr","ENSMUSG00000028444","CNTFR"
"Cntn1","ENSMUSG00000055022","CNTN1"
"Hps3","ENSMUSG00000027615","HPS3"
"Cobl","ENSMUSG00000020173","COBL"
"Coch","ENSMUSG00000020953","COCH"
"Coil","ENSMUSG00000033983","COIL"
"Col10a1","ENSMUSG00000039462","COL10A1"
"Col11a1","ENSMUSG00000027966","COL11A1"
"Col11a2","ENSMUSG00000024330","COL11A2"
"Col12a1","ENSMUSG00000032332","COL12A1"
"Col13a1","ENSMUSG00000058806","COL13A1"
"Col14a1","ENSMUSG00000022371","COL14A1"
"Col15a1","ENSMUSG00000028339","COL15A1"
"Col18a1","ENSMUSG00000001435","COL18A1"
"Col19a1","ENSMUSG00000026141","COL19A1"
"Col2a1","ENSMUSG00000022483","COL2A1"
"Col3a1","ENSMUSG00000026043","COL3A1"
"Col4a1","ENSMUSG00000031502","COL4A1"
"Col4a2","ENSMUSG00000031503","COL4A2"
"Col4a3","ENSMUSG00000079465","COL4A3"
"Col4a4","ENSMUSG00000067158","COL4A4"
"Col4a5","ENSMUSG00000031274","COL4A5"
"Col5a1","ENSMUSG00000026837","COL5A1"
"Col5a2","ENSMUSG00000026042","COL5A2"
"Col6a1","ENSMUSG00000001119","COL6A1"
"Col6a2","ENSMUSG00000020241","COL6A2"
"Col6a3","ENSMUSG00000048126","COL6A3"
"Col7a1","ENSMUSG00000025650","COL7A1"
"Col8a1","ENSMUSG00000068196","COL8A1"
"Col9a1","ENSMUSG00000026147","COL9A1"
"Col9a2","ENSMUSG00000028626","COL9A2"
"Col9a3","ENSMUSG00000027570","COL9A3"
"Col1a1","ENSMUSG00000001506","COL1A1"
"Col1a2","ENSMUSG00000029661","COL1A2"
"Comp","ENSMUSG00000031849","COMP"
"Comt","ENSMUSG00000000326","COMT"
"Copa","ENSMUSG00000026553","COPA"
"Coq7","ENSMUSG00000030652","COQ7"
"Cort","ENSMUSG00000028971","CORT"
"Cox17","ENSMUSG00000046516","COX17"
"Cox4i1","ENSMUSG00000031818","COX4I1"
"Cox5a","ENSMUSG00000000088","COX5A"
"Cox6a1","ENSMUSG00000041697","COX6A1"
"Cox6a2","ENSMUSG00000030785","COX6A2"
"Cox7a1","ENSMUSG00000074218","COX7A1"
"Cox7a2","ENSMUSG00000032330","COX7A2"
"Cox8a","ENSMUSG00000035885","COX8A"
"Cp","ENSMUSG00000003617","CP"
"Cpa3","ENSMUSG00000001865","CPA3"
"Cpd","ENSMUSG00000020841","CPD"
"Cpe","ENSMUSG00000037852","CPE"
"Cpeb1","ENSMUSG00000025586","CPEB1"
"Cys1","ENSMUSG00000062563","CYS1"
"Cplx1","ENSMUSG00000033615","CPLX1"
"Cplx2","ENSMUSG00000025867","CPLX2"
"Cpne6","ENSMUSG00000022212","CPNE6"
"Cpox","ENSMUSG00000022742","CPOX"
"Cpt1a","ENSMUSG00000024900","CPT1A"
"Cpt1b","ENSMUSG00000078937","CPT1B"
"Cpt2","ENSMUSG00000028607","CPT2"
"Cr2","ENSMUSG00000026616","CR2"
"Crabp1","ENSMUSG00000032291","CRABP1"
"Crabp2","ENSMUSG00000004885","CRABP2"
"Cradd","ENSMUSG00000045867","CRADD"
"Crat","ENSMUSG00000026853","CRAT"
"Crcp","ENSMUSG00000025532","CRCP"
"Creb1","ENSMUSG00000025958","CREB1"
"Creb3","ENSMUSG00000028466","CREB3"
"Crebbp","ENSMUSG00000022521","CREBBP"
"Atf6b","ENSMUSG00000015461","ATF6B"
"Crem","ENSMUSG00000063889","CREM"
"Crh","ENSMUSG00000049796","CRH"
"Crhbp","ENSMUSG00000021680","CRHBP"
"Crhr1","ENSMUSG00000018634","CRHR1"
"Crhr2","ENSMUSG00000003476","CRHR2"
"Crip1","ENSMUSG00000006360","CRIP1"
"Bcar1","ENSMUSG00000031955","BCAR1"
"Crk","ENSMUSG00000017776","CRK"
"Crkl","ENSMUSG00000006134","CRKL"
"Crlf1","ENSMUSG00000007888","CRLF1"
"Crmp1","ENSMUSG00000029121","CRMP1"
"Dpysl2","ENSMUSG00000022048","DPYSL2"
"Pcdha4","ENSMUSG00000104252","PCDHA4"
"Pcdha6","ENSMUSG00000103707","PCDHA6"
"Pcdha7","ENSMUSG00000104318","PCDHA7"
"Pcdha5","ENSMUSG00000103092","PCDHA5"
"Pcdha11","ENSMUSG00000102206","PCDHA11"
"Pcdha10","ENSMUSG00000007440","PCDHA12"
"Crp","ENSMUSG00000037942","CRP"
"Dmbt1","ENSMUSG00000047517","DMBT1"
"Cr1l","ENSMUSG00000016481","CR1L"
"Hapln1","ENSMUSG00000021613","HAPLN1"
"Crx","ENSMUSG00000041578","CRX"
"Cry1","ENSMUSG00000020038","CRY1"
"Cry2","ENSMUSG00000068742","CRY2"
"Cryab","ENSMUSG00000032060","CRYAB"
"Cryba1","ENSMUSG00000000724","CRYBA1"
"Cryba2","ENSMUSG00000006546","CRYBA2"
"Cryba4","ENSMUSG00000066975","CRYBA4"
"Crybb1","ENSMUSG00000029343","CRYBB1"
"Crybb2","ENSMUSG00000042240","CRYBB2"
"Crybb3","ENSMUSG00000029352","CRYBB3"
"Cryga","ENSMUSG00000044429","CRYGA"
"Crygb","ENSMUSG00000073658","CRYGB"
"Crygc","ENSMUSG00000025952","CRYGC"
"Crygd","ENSMUSG00000067299","CRYGD"
"Crygs","ENSMUSG00000033501","CRYGS"
"Crym","ENSMUSG00000030905","CRYM"
"Cryz","ENSMUSG00000028199","CRYZ"
"Cs","ENSMUSG00000005683","CS"
"Csf1","ENSMUSG00000014599","CSF1"
"Csf1r","ENSMUSG00000024621","CSF1R"
"Csf2","ENSMUSG00000018916","CSF2"
"Csf2ra","ENSMUSG00000059326","CSF2RA"
"Csf2rb","ENSMUSG00000071713","CSF2RB"
"Csf2rb2","ENSMUSG00000071714","CSF2RB"
"Csf3","ENSMUSG00000038067","CSF3"
"Csf3r","ENSMUSG00000028859","CSF3R"
"Csk","ENSMUSG00000032312","CSK"
"Csn2","ENSMUSG00000063157","CSN2"
"Csn3","ENSMUSG00000001622","CSN3"
"Csnk2a1","ENSMUSG00000074698","CSNK2A1"
"Csnk2a2","ENSMUSG00000046707","CSNK2A2"
"Csnk2b","ENSMUSG00000024387","CSNK2B"
"Dnajc5","ENSMUSG00000000826","DNAJC5"
"Vcan","ENSMUSG00000021614","VCAN"
"Ncan","ENSMUSG00000002341","NCAN"
"Smc3","ENSMUSG00000024974","SMC3"
"Csrp1","ENSMUSG00000026421","CSRP1"
"Csrp2","ENSMUSG00000020186","CSRP2"
"Csrp3","ENSMUSG00000030470","CSRP3"
"Cst3","ENSMUSG00000027447","CST3"
"Cst7","ENSMUSG00000068129","CST7"
"Cst8","ENSMUSG00000027442","CST8"
"Cst9","ENSMUSG00000027445","CST9L"
"Cstb","ENSMUSG00000005054","CSTB"
"Ctbp1","ENSMUSG00000037373","CTBP1"
"Ctbp2","ENSMUSG00000030970","CTBP2"
"Ctcf","ENSMUSG00000005698","CTCF"
"Ctf1","ENSMUSG00000042340","CTF1"
"Pcyt1a","ENSMUSG00000005615","PCYT1A"
"Ctsb","ENSMUSG00000021939","CTSB"
"Ctsc","ENSMUSG00000030560","CTSC"
"Ctsd","ENSMUSG00000007891","CTSD"
"Ctse","ENSMUSG00000004552","CTSE"
"Ctsg","ENSMUSG00000040314","CTSG"
"Ctsh","ENSMUSG00000032359","CTSH"
"Ctsk","ENSMUSG00000028111","CTSK"
"Ctsl","ENSMUSG00000021477","CTSV"
"Ctss","ENSMUSG00000038642","CTSS"
"Ctsw","ENSMUSG00000024910","CTSW"
"Cttn","ENSMUSG00000031078","CTTN"
"Cux2","ENSMUSG00000042589","CUX2"
"Cx3cr1","ENSMUSG00000052336","CX3CR1"
"Cxadr","ENSMUSG00000022865","CXADR"
"Cyb561","ENSMUSG00000019590","CYB561"
"Cyba","ENSMUSG00000006519","CYBA"
"Cybb","ENSMUSG00000015340","CYBB"
"Cycs","ENSMUSG00000063694","CYCS"
"Cyp11a1","ENSMUSG00000032323","CYP11A1"
"Cyp11b2","ENSMUSG00000022589","CYP11B1"
"Cyp17a1","ENSMUSG00000003555","CYP17A1"
"Cyp19a1","ENSMUSG00000032274","CYP19A1"
"Cyp1a1","ENSMUSG00000032315","CYP1A1"
"Cyp1a2","ENSMUSG00000032310","CYP1A2"
"Cyp1b1","ENSMUSG00000024087","CYP1B1"
"Cyp21a1","ENSMUSG00000024365","CYP21A2"
"Cyp24a1","ENSMUSG00000038567","CYP24A1"
"Cyp26a1","ENSMUSG00000024987","CYP26A1"
"Cyp2b10","ENSMUSG00000030483","CYP2B6"
"Cyp2c29","ENSMUSG00000003053","CYP2C8"
"Cyp2c38","ENSMUSG00000032808","CYP2C8"
"Cyp2c39","ENSMUSG00000025003","CYP2C8"
"Cyp2e1","ENSMUSG00000025479","CYP2E1"
"Cyp2f2","ENSMUSG00000052974","CYP2F1"
"Cyp2j6","ENSMUSG00000052914","CYP2J2"
"Cyp3a11","ENSMUSG00000056035","CYP3A5"
"Cyp3a13","ENSMUSG00000029727","CYP3A7"
"Cyp3a16","ENSMUSG00000038656","CYP3A5"
"Cyp27b1","ENSMUSG00000006724","CYP27B1"
"Cyp46a1","ENSMUSG00000021259","CYP46A1"
"Cyp4a10","ENSMUSG00000066072","CYP4A11"
"Cyp4a12b","ENSMUSG00000078597","CYP4A22"
"Cyp4b1","ENSMUSG00000028713","CYP4B1"
"Cyp51","ENSMUSG00000001467","CYP51A1"
"Cyp7a1","ENSMUSG00000028240","CYP7A1"
"Cyp7b1","ENSMUSG00000039519","CYP7B1"
"Cyp8b1","ENSMUSG00000050445","CYP8B1"
"Dab1","ENSMUSG00000028519","DAB1"
"Dab2","ENSMUSG00000022150","DAB2"
"Dach1","ENSMUSG00000055639","DACH1"
"Dad1","ENSMUSG00000022174","DAD1"
"Cd55","ENSMUSG00000026399","CD55"
"Cd55b","ENSMUSG00000026401","CD55"
"Dag1","ENSMUSG00000039952","DAG1"
"Dgka","ENSMUSG00000025357","DGKA"
"Dao","ENSMUSG00000042096","DAO"
"Dapk2","ENSMUSG00000032380","DAPK2"
"Dapk3","ENSMUSG00000034974","DAPK3"
"Slc6a3","ENSMUSG00000021609","SLC6A3"
"Daxx","ENSMUSG00000002307","DAXX"
"Dazl","ENSMUSG00000010592","DAZ2"
"Dbh","ENSMUSG00000000889","DBH"
"Dbi","ENSMUSG00000026385","DBI"
"Dbnl","ENSMUSG00000020476","DBNL"
"Dbp","ENSMUSG00000059824","DBP"
"Dbt","ENSMUSG00000000340","DBT"
"Dbx1","ENSMUSG00000030507","DBX1"
"Dclk1","ENSMUSG00000027797","DCLK1"
"Dcc","ENSMUSG00000060534","DCC"
"Eci1","ENSMUSG00000024132","ECI1"
"Dck","ENSMUSG00000029366","DCK"
"Dcn","ENSMUSG00000019929","DCN"
"Pcbd1","ENSMUSG00000020098","PCBD1"
"Dscr3","ENSMUSG00000022898","DSCR3"
"Dct","ENSMUSG00000022129","DCT"
"Dctn1","ENSMUSG00000031865","DCTN1"
"Dcx","ENSMUSG00000031285","DCX"
"Ddb1","ENSMUSG00000024740","DDB1"
"Ddc","ENSMUSG00000020182","DDC"
"Asap1","ENSMUSG00000022377","ASAP1"
"Gadd45a","ENSMUSG00000036390","GADD45A"
"Ddit3","ENSMUSG00000025408","DDIT3"
"Ddn","ENSMUSG00000059213","DDN"
"Ddost","ENSMUSG00000028757","DDOST"
"Ddt","ENSMUSG00000001666","DDT"
"Dhx15","ENSMUSG00000029169","DHX15"
"Ddx3x","ENSMUSG00000000787","DDX3X"
"Ddx4","ENSMUSG00000021758","DDX4"
"Ddx5","ENSMUSG00000020719","DDX5"
"Ddx6","ENSMUSG00000032097","DDX6"
"Dhx9","ENSMUSG00000042699","DHX9"
"Degs1","ENSMUSG00000038633","DEGS1"
"Slc29a2","ENSMUSG00000024891","SLC29A2"
"Twist2","ENSMUSG00000007805","TWIST2"
"Des","ENSMUSG00000026208","DES"
"Dffa","ENSMUSG00000028974","DFFA"
"Ackr1","ENSMUSG00000037872","ACKR1"
"Dgat1","ENSMUSG00000022555","DGAT1"
"Dgcr2","ENSMUSG00000003166","DGCR2"
"Dhcr7","ENSMUSG00000058454","DHCR7"
"Dhfr","ENSMUSG00000021707","DHFR"
"Dhh","ENSMUSG00000023000","DHH"
"Diaph1","ENSMUSG00000024456","DIAPH1"
"Dffb","ENSMUSG00000029027","DFFB"
"Dio1","ENSMUSG00000034785","DIO1"
"Dio2","ENSMUSG00000007682","DIO2"
"Dkk1","ENSMUSG00000024868","DKK1"
"Dld","ENSMUSG00000020664","DLD"
"Dlg1","ENSMUSG00000022770","DLG1"
"Mpp3","ENSMUSG00000052373","MPP3"
"Dlg4","ENSMUSG00000020886","DLG4"
"Dlk1","ENSMUSG00000040856","DLK1"
"Dll1","ENSMUSG00000014773","DLL1"
"Dll3","ENSMUSG00000003436","DLL3"
"Dlx1","ENSMUSG00000041911","DLX1"
"Dlx2","ENSMUSG00000023391","DLX2"
"Dlx3","ENSMUSG00000001510","DLX3"
"Dlx4","ENSMUSG00000020871","DLX4"
"Dlx5","ENSMUSG00000029755","DLX5"
"Dlx6","ENSMUSG00000029754","DLX6"
"Dmpk","ENSMUSG00000030409","DMPK"
"Dmwd","ENSMUSG00000030410","DMWD"
"Dmc1","ENSMUSG00000022429","DMC1"
"Dmd","ENSMUSG00000045103","DMD"
"Dmp1","ENSMUSG00000029307","DMP1"
"Tmc1","ENSMUSG00000024749","TMC1"
"Dnah11","ENSMUSG00000018581","DNAH11"
"Dnah8","ENSMUSG00000033826","DNAH8"
"Dnajc1","ENSMUSG00000026740","DNAJC1"
"Dnase1","ENSMUSG00000005980","DNASE1"
"Dnase1l3","ENSMUSG00000025279","DNASE1L3"
"Dnase2a","ENSMUSG00000003812","DNASE2"
"Dync1h1","ENSMUSG00000018707","DYNC1H1"
"Dync1i1","ENSMUSG00000029757","DYNC1I1"
"Dnm1","ENSMUSG00000026825","DNM1"
"Dnm2","ENSMUSG00000033335","DNM2"
"Dnmt1","ENSMUSG00000004099","DNMT1"
"Trdmt1","ENSMUSG00000026723","TRDMT1"
"Dnmt3a","ENSMUSG00000020661","DNMT3A"
"Dnmt3b","ENSMUSG00000027478","DNMT3B"
"Dnpep","ENSMUSG00000026209","DNPEP"
"Cdk2ap1","ENSMUSG00000029394","CDK2AP1"
"Doc2a","ENSMUSG00000052301","DOC2A"
"Doc2b","ENSMUSG00000020848","DOC2B"
"Dok1","ENSMUSG00000068335","DOK1"
"Dok2","ENSMUSG00000022102","DOK2"
"Reep5","ENSMUSG00000005873","REEP5"
"Dpagt1","ENSMUSG00000032123","DPAGT1"
"Dpep1","ENSMUSG00000019278","DPEP1"
"Dpm1","ENSMUSG00000078919","DPM1"
"Dpm2","ENSMUSG00000026810","DPM2"
"Dpp4","ENSMUSG00000035000","DPP4"
"Dpp6","ENSMUSG00000061576","DPP6"
"Dr1","ENSMUSG00000029265","DR1"
"Slc26a3","ENSMUSG00000001225","SLC26A3"
"Drd1","ENSMUSG00000021478","DRD1"
"Drd2","ENSMUSG00000032259","DRD2"
"Drd3","ENSMUSG00000022705","DRD3"
"Drd4","ENSMUSG00000025496","DRD4"
"Drd5","ENSMUSG00000039358","DRD5"
"Drg1","ENSMUSG00000020457","DRG1"
"Drg2","ENSMUSG00000020537","DRG2"
"Arid3a","ENSMUSG00000019564","ARID3A"
"Drp2","ENSMUSG00000000223","DRP2"
"Atn1","ENSMUSG00000004263","ATN1"
"Dsc1","ENSMUSG00000044322","DSC1"
"Dsc2","ENSMUSG00000024331","DSC2"
"Dsc3","ENSMUSG00000059898","DSC3"
"Dscam","ENSMUSG00000050272","DSCAM"
"Dsg1a","ENSMUSG00000069441","DSG1"
"Dsg2","ENSMUSG00000044393","DSG2"
"Dsg3","ENSMUSG00000056632","DSG3"
"Epyc","ENSMUSG00000019936","EPYC"
"Slc26a2","ENSMUSG00000034320","SLC26A2"
"Adam28","ENSMUSG00000014725","ADAM28"
"Adam18","ENSMUSG00000031552","ADAM18"
"Dtna","ENSMUSG00000024302","DTNA"
"Dtnb","ENSMUSG00000071454","DTNB"
"Dusp2","ENSMUSG00000027368","DUSP2"
"Dvl1","ENSMUSG00000029071","DVL1"
"Dvl2","ENSMUSG00000020888","DVL2"
"Dvl3","ENSMUSG00000003233","DVL3"
"Dyrk1a","ENSMUSG00000022897","DYRK1A"
"Dyrk1b","ENSMUSG00000002409","DYRK1B"
"E2f1","ENSMUSG00000027490","E2F1"
"E2f3","ENSMUSG00000016477","E2F3"
"E2f5","ENSMUSG00000027552","E2F5"
"E4f1","ENSMUSG00000024137","E4F1"
"Mapre1","ENSMUSG00000027479","MAPRE1"
"Lefty1","ENSMUSG00000038793","LEFTY1"
"Ebf1","ENSMUSG00000057098","EBF1"
"Ebf2","ENSMUSG00000022053","EBF2"
"Ebf3","ENSMUSG00000010476","EBF3"
"Ebp","ENSMUSG00000031168","EBP"
"Ecel1","ENSMUSG00000026247","ECEL1"
"Ecm1","ENSMUSG00000028108","ECM1"
"Sparcl1","ENSMUSG00000029309","SPARCL1"
